NodeA	NodeB	TCGA_A7_A0CE	TCGA_A7_A0CH	TCGA_A7_A0D9	TCGA_A7_A0DB	TCGA_A7_A13E	TCGA_A7_A13F	TCGA_A7_A13G	TCGA_AC_A23H	TCGA_AC_A2FB	TCGA_AC_A2FF	TCGA_AC_A2FM	TCGA_BH_A0AU	TCGA_BH_A0AY	TCGA_BH_A0AZ	TCGA_BH_A0B3	TCGA_BH_A0B5	TCGA_BH_A0B7	TCGA_BH_A0BA	TCGA_BH_A0BC	TCGA_BH_A0BJ	TCGA_BH_A0BM	TCGA_BH_A0BQ	TCGA_BH_A0BS	TCGA_BH_A0BV	TCGA_BH_A0BW	TCGA_BH_A0BZ	TCGA_BH_A0C0	TCGA_BH_A0C3	TCGA_BH_A0DD	TCGA_BH_A0DG	TCGA_BH_A0DH	TCGA_BH_A0DK	TCGA_BH_A0DL	TCGA_BH_A0DO	TCGA_BH_A0DP	TCGA_BH_A0DQ	TCGA_BH_A0DT	TCGA_BH_A0DV	TCGA_BH_A0DZ	TCGA_BH_A0E0	TCGA_BH_A0E1	TCGA_BH_A0H5	TCGA_BH_A0H7	TCGA_BH_A0H9	TCGA_BH_A0HA	TCGA_BH_A0HK	TCGA_BH_A18J	TCGA_BH_A18L	TCGA_BH_A18M	TCGA_BH_A18N	TCGA_BH_A18P	TCGA_BH_A18Q	TCGA_BH_A18R	TCGA_BH_A18S	TCGA_BH_A18U	TCGA_BH_A18V	TCGA_BH_A1EN	TCGA_BH_A1EO	TCGA_BH_A1ET	TCGA_BH_A1EU	TCGA_BH_A1EV	TCGA_BH_A1EW	TCGA_BH_A1F0	TCGA_BH_A1F2	TCGA_BH_A1F6	TCGA_BH_A1F8	TCGA_BH_A1FC	TCGA_BH_A1FE	TCGA_BH_A1FG	TCGA_BH_A1FH	TCGA_BH_A1FJ	TCGA_BH_A1FM	TCGA_BH_A1FN	TCGA_BH_A1FR	TCGA_BH_A1FU	TCGA_BH_A203	TCGA_BH_A204	TCGA_BH_A208	TCGA_BH_A209	TCGA_E2_A153	TCGA_E2_A158	TCGA_E2_A15I	TCGA_E2_A15K	TCGA_E2_A15M	TCGA_E2_A1BC	TCGA_E2_A1IG	TCGA_E2_A1L7	TCGA_E2_A1LB	TCGA_E2_A1LH	TCGA_E9_A1N4	TCGA_E9_A1N5	TCGA_E9_A1N9	TCGA_E9_A1NA	TCGA_E9_A1ND	TCGA_E9_A1NF	TCGA_E9_A1NG	TCGA_E9_A1R7	TCGA_E9_A1RB	TCGA_E9_A1RC	TCGA_E9_A1RD	TCGA_E9_A1RF	TCGA_E9_A1RH	TCGA_E9_A1RI	TCGA_GI_A2C8	TCGA_GI_A2C9
NADPH[m]	RXN_127	0.2614	0.42	0.3056	0.2798	0.1172	0.2708	0.5794	0.3094	0.3365	0.2254	0.6512	0.567	0.3683	0.1455	0.1926	0.6076	0.2886	0.7487	0.3194	0.2121	0.2301	0.1958	0.4105	0.189	0.6696	0.6018	0.252	0.5125	0.0541	0.1953	0.3838	0.3353	0.2354	0.2752	0.243	0.3478	0.2537	0.3277	0.483	0.147	0.322	0.4014	0.5229	0.4776	0.1019	0.4231	0.2293	0.328	0.5011	0.0564	0.8693	0.1871	0.5764	0.2893	0.3772	0.1472	0.4404	0.2375	0.1828	0.2167	1	0.1274	0.2102	0.3127	0.2134	0.3724	0.1333	0.5967	0.1072	0.3163	0.1199	0.2546	0.2376	0.2189	0.3208	0.8195	0.336	0.2095	0.1982	0.1709	0.1435	0.5441	0.2867	0.1633	0.343	0.06	0.1378	0.716	0.0395	0.5631	0.4366	0.1739	0.2926	0.144	0.1563	0.3938	0.3659	0.8902	0.4187	0.3786	0.315	0.6043	0.2028	0.4925	0.2416
RXN_127	NADP[m]	0.2614	0.42	0.3056	0.2798	0.1172	0.2708	0.5794	0.3094	0.3365	0.2254	0.6512	0.567	0.3683	0.1455	0.1926	0.6076	0.2886	0.7487	0.3194	0.2121	0.2301	0.1958	0.4105	0.189	0.6696	0.6018	0.252	0.5125	0.0541	0.1953	0.3838	0.3353	0.2354	0.2752	0.243	0.3478	0.2537	0.3277	0.483	0.147	0.322	0.4014	0.5229	0.4776	0.1019	0.4231	0.2293	0.328	0.5011	0.0564	0.8693	0.1871	0.5764	0.2893	0.3772	0.1472	0.4404	0.2375	0.1828	0.2167	1	0.1274	0.2102	0.3127	0.2134	0.3724	0.1333	0.5967	0.1072	0.3163	0.1199	0.2546	0.2376	0.2189	0.3208	0.8195	0.336	0.2095	0.1982	0.1709	0.1435	0.5441	0.2867	0.1633	0.343	0.06	0.1378	0.716	0.0395	0.5631	0.4366	0.1739	0.2926	0.144	0.1563	0.3938	0.3659	0.8902	0.4187	0.3786	0.315	0.6043	0.2028	0.4925	0.2416
RXN_127	GSH[m]	0.2614	0.42	0.3056	0.2798	0.1172	0.2708	0.5794	0.3094	0.3365	0.2254	0.6512	0.567	0.3683	0.1455	0.1926	0.6076	0.2886	0.7487	0.3194	0.2121	0.2301	0.1958	0.4105	0.189	0.6696	0.6018	0.252	0.5125	0.0541	0.1953	0.3838	0.3353	0.2354	0.2752	0.243	0.3478	0.2537	0.3277	0.483	0.147	0.322	0.4014	0.5229	0.4776	0.1019	0.4231	0.2293	0.328	0.5011	0.0564	0.8693	0.1871	0.5764	0.2893	0.3772	0.1472	0.4404	0.2375	0.1828	0.2167	1	0.1274	0.2102	0.3127	0.2134	0.3724	0.1333	0.5967	0.1072	0.3163	0.1199	0.2546	0.2376	0.2189	0.3208	0.8195	0.336	0.2095	0.1982	0.1709	0.1435	0.5441	0.2867	0.1633	0.343	0.06	0.1378	0.716	0.0395	0.5631	0.4366	0.1739	0.2926	0.144	0.1563	0.3938	0.3659	0.8902	0.4187	0.3786	0.315	0.6043	0.2028	0.4925	0.2416
Pi[m]	RXN_128	0.1856	0.1848	0.1089	0.2858	0.3628	0.5446	0.2037	0.1692	0.2085	0.1971	0.4336	0.4315	0.4555	0.2548	0.4505	0.1755	0.4299	0.1197	0.1849	0.266	0.2833	0.3148	0.3245	0.2107	0.2412	0.5675	1	0.3522	0.2547	0.2779	0.3117	0.279	0.2675	0.2476	0.1191	0.2225	0.2882	0.1359	0.1077	0.2285	0.278	0.1893	0.3925	0.4347	0.5075	0.2827	0.5714	0.4558	0.2272	0.2376	0.1367	0.3779	0.7091	0.2856	0.2461	0.1155	0.1333	0.1339	0.2018	0.0688	0.1336	0.2034	0.3902	0.2375	0.2081	0.3438	0.4803	0.2195	0.3611	0.0737	0.2656	0.1665	0.2133	0.2729	0.225	0.3552	0.1374	0.146	0.2089	0.1733	0.1358	0.1938	0.3357	0.1011	0.1659	0.1974	0.2776	0.2216	0.1763	0.1545	0.24	0.2478	0.144	0.3525	0.3262	0.1679	0.1909	0.3797	0.1528	0.1622	0.0706	0.2958	0.2295	0.1564	0.4907
GSH[c]	RXN_128	0.1856	0.1848	0.1089	0.2858	0.3628	0.5446	0.2037	0.1692	0.2085	0.1971	0.4336	0.4315	0.4555	0.2548	0.4505	0.1755	0.4299	0.1197	0.1849	0.266	0.2833	0.3148	0.3245	0.2107	0.2412	0.5675	1	0.3522	0.2547	0.2779	0.3117	0.279	0.2675	0.2476	0.1191	0.2225	0.2882	0.1359	0.1077	0.2285	0.278	0.1893	0.3925	0.4347	0.5075	0.2827	0.5714	0.4558	0.2272	0.2376	0.1367	0.3779	0.7091	0.2856	0.2461	0.1155	0.1333	0.1339	0.2018	0.0688	0.1336	0.2034	0.3902	0.2375	0.2081	0.3438	0.4803	0.2195	0.3611	0.0737	0.2656	0.1665	0.2133	0.2729	0.225	0.3552	0.1374	0.146	0.2089	0.1733	0.1358	0.1938	0.3357	0.1011	0.1659	0.1974	0.2776	0.2216	0.1763	0.1545	0.24	0.2478	0.144	0.3525	0.3262	0.1679	0.1909	0.3797	0.1528	0.1622	0.0706	0.2958	0.2295	0.1564	0.4907
RXN_128	Pi[c]	0.1856	0.1848	0.1089	0.2858	0.3628	0.5446	0.2037	0.1692	0.2085	0.1971	0.4336	0.4315	0.4555	0.2548	0.4505	0.1755	0.4299	0.1197	0.1849	0.266	0.2833	0.3148	0.3245	0.2107	0.2412	0.5675	1	0.3522	0.2547	0.2779	0.3117	0.279	0.2675	0.2476	0.1191	0.2225	0.2882	0.1359	0.1077	0.2285	0.278	0.1893	0.3925	0.4347	0.5075	0.2827	0.5714	0.4558	0.2272	0.2376	0.1367	0.3779	0.7091	0.2856	0.2461	0.1155	0.1333	0.1339	0.2018	0.0688	0.1336	0.2034	0.3902	0.2375	0.2081	0.3438	0.4803	0.2195	0.3611	0.0737	0.2656	0.1665	0.2133	0.2729	0.225	0.3552	0.1374	0.146	0.2089	0.1733	0.1358	0.1938	0.3357	0.1011	0.1659	0.1974	0.2776	0.2216	0.1763	0.1545	0.24	0.2478	0.144	0.3525	0.3262	0.1679	0.1909	0.3797	0.1528	0.1622	0.0706	0.2958	0.2295	0.1564	0.4907
RXN_128	GSH[m]	0.1856	0.1848	0.1089	0.2858	0.3628	0.5446	0.2037	0.1692	0.2085	0.1971	0.4336	0.4315	0.4555	0.2548	0.4505	0.1755	0.4299	0.1197	0.1849	0.266	0.2833	0.3148	0.3245	0.2107	0.2412	0.5675	1	0.3522	0.2547	0.2779	0.3117	0.279	0.2675	0.2476	0.1191	0.2225	0.2882	0.1359	0.1077	0.2285	0.278	0.1893	0.3925	0.4347	0.5075	0.2827	0.5714	0.4558	0.2272	0.2376	0.1367	0.3779	0.7091	0.2856	0.2461	0.1155	0.1333	0.1339	0.2018	0.0688	0.1336	0.2034	0.3902	0.2375	0.2081	0.3438	0.4803	0.2195	0.3611	0.0737	0.2656	0.1665	0.2133	0.2729	0.225	0.3552	0.1374	0.146	0.2089	0.1733	0.1358	0.1938	0.3357	0.1011	0.1659	0.1974	0.2776	0.2216	0.1763	0.1545	0.24	0.2478	0.144	0.3525	0.3262	0.1679	0.1909	0.3797	0.1528	0.1622	0.0706	0.2958	0.2295	0.1564	0.4907
H[c]	RXN_129	0.6323	0.3703	0.2492	0.2418	0.3098	0.208	0.4624	0.3368	0.1514	0.1521	0.1324	0.1919	0.2324	0.2645	0.2903	0.1771	0.6098	0.4165	0.3234	0.3592	0.2509	0.287	0.2926	0.2654	0.4982	0.1479	0.181	0.2361	0.309	0.1953	0.1691	0.2634	0.2098	0.1637	0.265	0.234	0.1984	0.201	0.5716	0.2704	0.2208	0.1783	0.1885	0.2307	0.1815	0.3409	0.1772	0.221	0.1466	0.2372	0.1503	0.2607	0.199	0.1849	0.1963	0.2768	0.3019	0.2107	0.2058	0.3316	0.2594	0.2582	0.3102	0.2444	0.2529	0.2849	0.6981	0.2289	0.2652	0.2249	0.5701	0.2917	0.5348	0.147	0.1672	0.1959	0.2297	0.2183	0.4819	0.2168	0.6125	0.1736	0.2438	0.358	0.1532	0.1224	0.2751	0.5734	0.3285	0.2441	0.1678	0.2406	0.3019	0.2173	0.2681	0.2081	0.7793	0.492	0.2905	0.2085	0.1521	0.9973	0.2207	0.1934	0.7355
pyruvate[c]	RXN_129	0.6323	0.3703	0.2492	0.2418	0.3098	0.208	0.4624	0.3368	0.1514	0.1521	0.1324	0.1919	0.2324	0.2645	0.2903	0.1771	0.6098	0.4165	0.3234	0.3592	0.2509	0.287	0.2926	0.2654	0.4982	0.1479	0.181	0.2361	0.309	0.1953	0.1691	0.2634	0.2098	0.1637	0.265	0.234	0.1984	0.201	0.5716	0.2704	0.2208	0.1783	0.1885	0.2307	0.1815	0.3409	0.1772	0.221	0.1466	0.2372	0.1503	0.2607	0.199	0.1849	0.1963	0.2768	0.3019	0.2107	0.2058	0.3316	0.2594	0.2582	0.3102	0.2444	0.2529	0.2849	0.6981	0.2289	0.2652	0.2249	0.5701	0.2917	0.5348	0.147	0.1672	0.1959	0.2297	0.2183	0.4819	0.2168	0.6125	0.1736	0.2438	0.358	0.1532	0.1224	0.2751	0.5734	0.3285	0.2441	0.1678	0.2406	0.3019	0.2173	0.2681	0.2081	0.7793	0.492	0.2905	0.2085	0.1521	0.9973	0.2207	0.1934	0.7355
RXN_129	pyruvate[m]	0.6323	0.3703	0.2492	0.2418	0.3098	0.208	0.4624	0.3368	0.1514	0.1521	0.1324	0.1919	0.2324	0.2645	0.2903	0.1771	0.6098	0.4165	0.3234	0.3592	0.2509	0.287	0.2926	0.2654	0.4982	0.1479	0.181	0.2361	0.309	0.1953	0.1691	0.2634	0.2098	0.1637	0.265	0.234	0.1984	0.201	0.5716	0.2704	0.2208	0.1783	0.1885	0.2307	0.1815	0.3409	0.1772	0.221	0.1466	0.2372	0.1503	0.2607	0.199	0.1849	0.1963	0.2768	0.3019	0.2107	0.2058	0.3316	0.2594	0.2582	0.3102	0.2444	0.2529	0.2849	0.6981	0.2289	0.2652	0.2249	0.5701	0.2917	0.5348	0.147	0.1672	0.1959	0.2297	0.2183	0.4819	0.2168	0.6125	0.1736	0.2438	0.358	0.1532	0.1224	0.2751	0.5734	0.3285	0.2441	0.1678	0.2406	0.3019	0.2173	0.2681	0.2081	0.7793	0.492	0.2905	0.2085	0.1521	0.9973	0.2207	0.1934	0.7355
RXN_129	H[m]	0.6323	0.3703	0.2492	0.2418	0.3098	0.208	0.4624	0.3368	0.1514	0.1521	0.1324	0.1919	0.2324	0.2645	0.2903	0.1771	0.6098	0.4165	0.3234	0.3592	0.2509	0.287	0.2926	0.2654	0.4982	0.1479	0.181	0.2361	0.309	0.1953	0.1691	0.2634	0.2098	0.1637	0.265	0.234	0.1984	0.201	0.5716	0.2704	0.2208	0.1783	0.1885	0.2307	0.1815	0.3409	0.1772	0.221	0.1466	0.2372	0.1503	0.2607	0.199	0.1849	0.1963	0.2768	0.3019	0.2107	0.2058	0.3316	0.2594	0.2582	0.3102	0.2444	0.2529	0.2849	0.6981	0.2289	0.2652	0.2249	0.5701	0.2917	0.5348	0.147	0.1672	0.1959	0.2297	0.2183	0.4819	0.2168	0.6125	0.1736	0.2438	0.358	0.1532	0.1224	0.2751	0.5734	0.3285	0.2441	0.1678	0.2406	0.3019	0.2173	0.2681	0.2081	0.7793	0.492	0.2905	0.2085	0.1521	0.9973	0.2207	0.1934	0.7355
Pi[c]	RXN_130	0.3348	0.1747	0.2525	0.2634	0.1801	0.301	0.1966	0.3036	0.2354	0.2623	0.2219	0.2327	0.2733	0.2332	0.2785	0.2308	0.262	0.2033	0.2722	0.2808	0.3366	0.2854	0.3001	0.2085	0.2077	0.2038	0.2222	0.2443	0.2457	0.2384	0.2699	0.2492	0.2276	0.2122	0.2578	0.325	0.2272	0.2012	0.274	0.3004	0.2768	0.2382	0.3381	0.2502	0.2463	0.2273	0.2271	0.2086	0.2297	0.1965	0.2954	0.2404	0.4192	0.2133	0.284	0.1919	0.4159	0.1653	0.198	0.236	0.1823	0.1349	0.1571	0.2732	0.2968	0.5235	0.3115	0.28	0.226	0.2107	0.2054	0.461	0.1876	0.2348	0.3256	0.2288	0.3235	0.2246	0.5197	0.1863	0.3144	0.1591	0.1799	0.2119	0.2234	0.2004	0.191	0.3541	0.2166	0.3599	0.1946	0.234	0.2867	0.2041	0.3203	0.1845	0.2366	0.3624	0.2483	0.2061	0.3136	0.2576	0.2186	0.1848	0.1889
H[c]	RXN_130	0.3348	0.1747	0.2525	0.2634	0.1801	0.301	0.1966	0.3036	0.2354	0.2623	0.2219	0.2327	0.2733	0.2332	0.2785	0.2308	0.262	0.2033	0.2722	0.2808	0.3366	0.2854	0.3001	0.2085	0.2077	0.2038	0.2222	0.2443	0.2457	0.2384	0.2699	0.2492	0.2276	0.2122	0.2578	0.325	0.2272	0.2012	0.274	0.3004	0.2768	0.2382	0.3381	0.2502	0.2463	0.2273	0.2271	0.2086	0.2297	0.1965	0.2954	0.2404	0.4192	0.2133	0.284	0.1919	0.4159	0.1653	0.198	0.236	0.1823	0.1349	0.1571	0.2732	0.2968	0.5235	0.3115	0.28	0.226	0.2107	0.2054	0.461	0.1876	0.2348	0.3256	0.2288	0.3235	0.2246	0.5197	0.1863	0.3144	0.1591	0.1799	0.2119	0.2234	0.2004	0.191	0.3541	0.2166	0.3599	0.1946	0.234	0.2867	0.2041	0.3203	0.1845	0.2366	0.3624	0.2483	0.2061	0.3136	0.2576	0.2186	0.1848	0.1889
RXN_130	H[m]	0.3348	0.1747	0.2525	0.2634	0.1801	0.301	0.1966	0.3036	0.2354	0.2623	0.2219	0.2327	0.2733	0.2332	0.2785	0.2308	0.262	0.2033	0.2722	0.2808	0.3366	0.2854	0.3001	0.2085	0.2077	0.2038	0.2222	0.2443	0.2457	0.2384	0.2699	0.2492	0.2276	0.2122	0.2578	0.325	0.2272	0.2012	0.274	0.3004	0.2768	0.2382	0.3381	0.2502	0.2463	0.2273	0.2271	0.2086	0.2297	0.1965	0.2954	0.2404	0.4192	0.2133	0.284	0.1919	0.4159	0.1653	0.198	0.236	0.1823	0.1349	0.1571	0.2732	0.2968	0.5235	0.3115	0.28	0.226	0.2107	0.2054	0.461	0.1876	0.2348	0.3256	0.2288	0.3235	0.2246	0.5197	0.1863	0.3144	0.1591	0.1799	0.2119	0.2234	0.2004	0.191	0.3541	0.2166	0.3599	0.1946	0.234	0.2867	0.2041	0.3203	0.1845	0.2366	0.3624	0.2483	0.2061	0.3136	0.2576	0.2186	0.1848	0.1889
RXN_130	Pi[m]	0.3348	0.1747	0.2525	0.2634	0.1801	0.301	0.1966	0.3036	0.2354	0.2623	0.2219	0.2327	0.2733	0.2332	0.2785	0.2308	0.262	0.2033	0.2722	0.2808	0.3366	0.2854	0.3001	0.2085	0.2077	0.2038	0.2222	0.2443	0.2457	0.2384	0.2699	0.2492	0.2276	0.2122	0.2578	0.325	0.2272	0.2012	0.274	0.3004	0.2768	0.2382	0.3381	0.2502	0.2463	0.2273	0.2271	0.2086	0.2297	0.1965	0.2954	0.2404	0.4192	0.2133	0.284	0.1919	0.4159	0.1653	0.198	0.236	0.1823	0.1349	0.1571	0.2732	0.2968	0.5235	0.3115	0.28	0.226	0.2107	0.2054	0.461	0.1876	0.2348	0.3256	0.2288	0.3235	0.2246	0.5197	0.1863	0.3144	0.1591	0.1799	0.2119	0.2234	0.2004	0.191	0.3541	0.2166	0.3599	0.1946	0.234	0.2867	0.2041	0.3203	0.1845	0.2366	0.3624	0.2483	0.2061	0.3136	0.2576	0.2186	0.1848	0.1889
ADP[c]	RXN_131	0.3995	0.1389	0.2459	0.2418	0.1575	0.1918	0.1756	0.2344	0.1818	0.2501	0.2811	0.2068	0.3874	0.2146	0.2479	0.2718	0.3033	0.2225	0.2854	0.389	0.3158	0.2978	0.2071	0.2559	0.1489	0.2125	0.3037	0.2288	0.368	0.218	0.2236	0.3104	0.3993	0.2531	0.279	0.2181	0.2047	0.2104	0.2967	0.8789	0.249	0.2573	0.2479	0.2989	0.2397	0.5443	0.3368	0.2129	0.2472	0.1521	0.2069	0.2453	0.3637	0.154	0.2765	0.1646	0.4138	0.1678	0.1914	0.1416	0.2828	0.1679	0.188	0.1444	0.3167	0.1713	0.2745	0.1737	0.1775	0.2086	0.1725	0.1726	0.2132	0.2235	0.3772	0.2762	0.1643	0.2095	0.2351	0.2199	0.3083	0.1577	0.1815	0.1986	0.1718	0.1869	0.3088	0.364	0.1581	0.3764	0.1745	0.3007	0.3658	0.3712	0.3211	0.1555	0.1367	0.3291	0.185	0.1711	0.2799	0.2378	0.1566	0.2396	0.3479
ATP[m]	RXN_131	0.3995	0.1389	0.2459	0.2418	0.1575	0.1918	0.1756	0.2344	0.1818	0.2501	0.2811	0.2068	0.3874	0.2146	0.2479	0.2718	0.3033	0.2225	0.2854	0.389	0.3158	0.2978	0.2071	0.2559	0.1489	0.2125	0.3037	0.2288	0.368	0.218	0.2236	0.3104	0.3993	0.2531	0.279	0.2181	0.2047	0.2104	0.2967	0.8789	0.249	0.2573	0.2479	0.2989	0.2397	0.5443	0.3368	0.2129	0.2472	0.1521	0.2069	0.2453	0.3637	0.154	0.2765	0.1646	0.4138	0.1678	0.1914	0.1416	0.2828	0.1679	0.188	0.1444	0.3167	0.1713	0.2745	0.1737	0.1775	0.2086	0.1725	0.1726	0.2132	0.2235	0.3772	0.2762	0.1643	0.2095	0.2351	0.2199	0.3083	0.1577	0.1815	0.1986	0.1718	0.1869	0.3088	0.364	0.1581	0.3764	0.1745	0.3007	0.3658	0.3712	0.3211	0.1555	0.1367	0.3291	0.185	0.1711	0.2799	0.2378	0.1566	0.2396	0.3479
RXN_131	ATP[c]	0.3995	0.1389	0.2459	0.2418	0.1575	0.1918	0.1756	0.2344	0.1818	0.2501	0.2811	0.2068	0.3874	0.2146	0.2479	0.2718	0.3033	0.2225	0.2854	0.389	0.3158	0.2978	0.2071	0.2559	0.1489	0.2125	0.3037	0.2288	0.368	0.218	0.2236	0.3104	0.3993	0.2531	0.279	0.2181	0.2047	0.2104	0.2967	0.8789	0.249	0.2573	0.2479	0.2989	0.2397	0.5443	0.3368	0.2129	0.2472	0.1521	0.2069	0.2453	0.3637	0.154	0.2765	0.1646	0.4138	0.1678	0.1914	0.1416	0.2828	0.1679	0.188	0.1444	0.3167	0.1713	0.2745	0.1737	0.1775	0.2086	0.1725	0.1726	0.2132	0.2235	0.3772	0.2762	0.1643	0.2095	0.2351	0.2199	0.3083	0.1577	0.1815	0.1986	0.1718	0.1869	0.3088	0.364	0.1581	0.3764	0.1745	0.3007	0.3658	0.3712	0.3211	0.1555	0.1367	0.3291	0.185	0.1711	0.2799	0.2378	0.1566	0.2396	0.3479
RXN_131	ADP[m]	0.3995	0.1389	0.2459	0.2418	0.1575	0.1918	0.1756	0.2344	0.1818	0.2501	0.2811	0.2068	0.3874	0.2146	0.2479	0.2718	0.3033	0.2225	0.2854	0.389	0.3158	0.2978	0.2071	0.2559	0.1489	0.2125	0.3037	0.2288	0.368	0.218	0.2236	0.3104	0.3993	0.2531	0.279	0.2181	0.2047	0.2104	0.2967	0.8789	0.249	0.2573	0.2479	0.2989	0.2397	0.5443	0.3368	0.2129	0.2472	0.1521	0.2069	0.2453	0.3637	0.154	0.2765	0.1646	0.4138	0.1678	0.1914	0.1416	0.2828	0.1679	0.188	0.1444	0.3167	0.1713	0.2745	0.1737	0.1775	0.2086	0.1725	0.1726	0.2132	0.2235	0.3772	0.2762	0.1643	0.2095	0.2351	0.2199	0.3083	0.1577	0.1815	0.1986	0.1718	0.1869	0.3088	0.364	0.1581	0.3764	0.1745	0.3007	0.3658	0.3712	0.3211	0.1555	0.1367	0.3291	0.185	0.1711	0.2799	0.2378	0.1566	0.2396	0.3479
CO2[c]	RXN_132	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
RXN_132	CO2[m]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O2[c]	RXN_133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
RXN_133	O2[m]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
GDP[c]	RXN_134	0.1121	0.1059	0.2056	0.205	0.1159	0.1322	0.1571	0.1647	0.1246	0.2009	0.2657	0.1726	0.3442	0.1834	0.1487	0.2332	0.2324	0.1472	0.2284	0.3645	0.3335	0.2985	0.1488	0.1634	0.0958	0.1641	0.1835	0.207	0.2909	0.1635	0.2139	0.2214	0.1987	0.2171	0.2525	0.1607	0.1929	0.2008	0.2224	1	0.2074	0.2533	0.1785	0.2623	0.243	0.5019	0.325	0.1551	0.1936	0.0997	0.151	0.2507	0.2691	0.1106	0.2213	0.1029	0.2965	0.1273	0.1929	0.1	0.2255	0.1202	0.1573	0.0487	0.1876	0.0496	0.1242	0.1072	0.0998	0.2028	0.1282	0.0392	0.1492	0.1814	0.2853	0.227	0.0749	0.1779	0.1996	0.2219	0.2721	0.1343	0.1314	0.0993	0.159	0.1751	0.2948	0.3322	0.1578	0.3233	0.1315	0.2604	0.3151	0.3109	0.3571	0.1127	0.0705	0.1181	0.1124	0.0892	0.2253	0.1306	0.1129	0.2111	0.3588
